           RA_1          DEC_1      r_k20fe_1      h_m_k20fe         k_ba_1         k_pa_1     distance_1         Separation_1             RA            DEC     distance_2          H_mag
              E              E              E              E              E              E              E                    D              E              E              E              E
                                                                                                                        arcsec                                                            
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.590600E+02   3.732000E+01   2.670000E+01   9.450000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.598900E+02   4.738000E+01   3.590000E+01   1.082000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.630400E+02   3.295000E+01   2.670000E+01   9.580000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.632400E+02   1.756000E+01   2.110000E+01   1.243000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.652900E+02   3.610000E+00   1.280000E+01   1.003000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.657100E+02   1.798000E+01   2.170000E+01   1.021000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.659200E+02   2.888000E+01   7.900000E+00   1.152000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.677400E+02   5.339000E+01   4.300000E+01   1.006000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.689300E+02   4.159000E+01   1.050000E+01   1.064000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.708400E+02   5.090000E+01   1.700000E+01   1.233000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.710900E+02   1.134000E+01   1.700000E+01   9.770000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.737300E+02   5.485000E+01   2.210000E+01   1.109000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.740200E+02   7.052000E+01   4.100000E+01   9.200000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.741300E+02   3.640000E+01   2.760000E+01   1.118000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.748100E+02   4.650000E+01   1.700000E+01   1.170000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.753300E+02   3.653000E+01   2.640000E+01   9.870000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.755900E+02   5.160000E+01   1.700000E+01   1.207000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.771800E+02   4.872000E+01   1.700000E+01   8.770000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.777000E+02   4.580000E+01   1.700000E+01   1.277000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.781100E+02  -2.691000E+01   2.900000E+01   9.970000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.784200E+02   4.785000E+01   1.700000E+01   9.440000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.784800E+02  -2.057000E+01   2.510000E+01   1.065000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.789200E+02   5.532000E+01   1.700000E+01   1.043000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.789900E+02   6.750000E+00   3.770000E+01   9.140000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.796400E+02   4.725000E+01   1.700000E+01   1.041000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.797900E+02   5.270000E+01   1.700000E+01   1.166000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.810100E+02   3.190000E+01   9.700000E+00   9.270000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.814600E+02  -1.454000E+01   2.330000E+01   1.019000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.819100E+02   2.680000E+00   2.500000E+01   1.064000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.821000E+02   7.680000E+01   2.980000E+01   1.049000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.823700E+02   5.310000E+01   2.210000E+01   1.215000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.831800E+02   1.087000E+01   1.680000E+01   1.009000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.853300E+02   1.150000E+01   1.680000E+01   1.072000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.859800E+02   1.668000E+01   1.680000E+01   8.420000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.860200E+02   3.152000E+01   9.700000E+00   1.122000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.862300E+02   1.170000E+01   1.680000E+01   8.430000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.863000E+02   1.475000E+01   1.680000E+01   9.450000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.863300E+02   1.000000E+01   1.680000E+01   9.760000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.864300E+02   7.220000E+00   1.680000E+01   1.067000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.866200E+02   3.122000E+01   9.700000E+00   7.820000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.868000E+02   1.274000E+01   1.680000E+01   9.660000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.872300E+02   1.324000E+01   1.680000E+01   1.004000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.872500E+02   1.397000E+01   1.680000E+01   7.930000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.872500E+02   1.319000E+01   1.680000E+01   8.670000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.874800E+02   1.407000E+01   1.680000E+01   9.520000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.875000E+02   1.235000E+01   1.680000E+01   1.016000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.879000E+02   1.685000E+01   1.680000E+01   1.073000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.882100E+02   3.762000E+01   6.200000E+00   1.148000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.884000E+02   9.150000E+00   1.680000E+01   1.053000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.885800E+02   6.470000E+00   1.550000E+01   1.039000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.886300E+02   6.352000E+01   4.150000E+01   1.079000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.888800E+02   1.222000E+01   1.680000E+01   9.140000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.890700E+02   4.000000E+01   6.800000E+00   1.246000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.892300E+02   7.240000E+00   1.680000E+01   8.320000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.893800E+02   9.550000E+00   1.680000E+01   9.010000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.898100E+02  -5.400000E-01   9.600000E+00   1.049000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.909200E+02   1.637000E+01   1.680000E+01   8.620000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.911300E+02   1.119000E+01   1.680000E+01   8.460000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.915200E+02   6.456000E+01   3.620000E+01   1.247000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.921000E+02   8.490000E+00   1.680000E+01   8.360000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.925100E+02   5.310000E+00   1.790000E+01   1.043000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.936900E+02   1.917000E+01   2.300000E+01   1.172000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.939600E+02   4.310000E+00   2.090000E+01   9.920000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.955100E+02   5.869000E+01   1.420000E+01   1.234000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.962700E+02  -6.500000E+00   2.220000E+01   9.590000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.975000E+02   3.418000E+01   1.730000E+01   1.279000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   1.988700E+02  -2.401000E+01   2.170000E+01   9.960000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.003600E+02   3.853000E+01   1.990000E+01   1.219000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.024800E+02   6.250000E+01   2.990000E+01   1.038000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.063000E+02   4.171000E+01   3.780000E+01   9.170000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.070500E+02   3.950000E+00   2.310000E+01   1.036000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.075700E+02   4.136000E+01   3.780000E+01   1.026000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.085500E+02   5.230000E+00   2.620000E+01   1.146000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.086800E+02   5.390000E+01   3.900000E+00   1.243000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.118500E+02   5.509000E+01   2.560000E+01   1.240000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.137100E+02   2.531000E+01   2.150000E+01   1.035000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.153000E+02   3.430000E+00   2.590000E+01   1.074000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.168900E+02   4.126000E+01   4.130000E+01   1.182000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.181800E+02   4.946000E+01   3.450000E+01   8.820000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.194300E+02   2.250000E+00   2.880000E+01   9.740000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.199400E+02  -7.400000E-01   2.880000E+01   1.142000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.207200E+02   4.880000E+00   2.760000E+01   1.041000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.211100E+02   1.680000E+00   2.660000E+01   9.540000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.250000E+02   1.880000E+00   2.850000E+01   9.320000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.274200E+02   5.701000E+01   1.680000E+01   9.250000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.276500E+02   6.489000E+01   3.580000E+01   1.262000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.279300E+02   5.981000E+01   3.890000E+01   9.950000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.319700E+02   6.474000E+01   1.120000E+01   1.032000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.334300E+02   1.499000E+01   2.950000E+01   1.105000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.355100E+02   7.000000E-01   3.020000E+01   1.133000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.357300E+02   1.422000E+01   2.070000E+01   1.088000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.424800E+02   7.000000E-01   3.120000E+01   9.410000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.447000E+02   7.410000E+00   2.450000E+01   1.029000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.454700E+02  -2.280000E+00   2.540000E+01   9.370000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.480900E+02   1.982000E+01   3.670000E+01   9.260000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.536600E+02   3.650000E+01   1.830000E+01   1.188000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.592700E+02   4.084000E+01   3.370000E+01   1.105000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.617800E+02   1.154000E+01   4.090000E+01   9.540000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.616100E+02   7.109000E+01   2.160000E+01   1.144000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.704800E+02   6.960000E+00   3.010000E+01   1.013000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.727700E+02   1.409000E+01   3.450000E+01   1.071000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.749300E+02   7.457000E+01   2.550000E+01   8.970000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.787100E+02   7.052000E+01   1.220000E+01   1.051000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   2.870600E+02   5.093000E+01   3.700000E+01   1.040000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.143100E+02   2.596000E+01   2.370000E+01   1.088000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.186200E+02   2.674000E+01   1.570000E+01   1.209000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.218400E+02  -6.001000E+01   2.150000E+01   9.890000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.239300E+02  -6.389000E+01   3.870000E+01   8.800000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.321200E+02  -5.742000E+01   2.050000E+01   8.860000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.384800E+02  -4.092000E+01   2.590000E+01   1.115000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.405900E+02  -3.007000E+01   1.590000E+01   1.090000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.448700E+02  -3.769000E+01   1.600000E+01   9.880000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.457000E+02  -4.084000E+01   1.300000E+01   1.024000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.472900E+02   1.817000E+01   2.410000E+01   9.870000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.486300E+02   4.500000E+00   3.530000E+01   1.068000E+01
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.486800E+02   4.530000E+00   3.340000E+01   9.010000E+00
           NULL           NULL           NULL           NULL           NULL           NULL           NULL                 NULL   3.546900E+02  -6.520000E+00   2.610000E+01   9.690000E+00
